Year,Region,District,Cycle,Number of households,3 to 11 months male,3 to 11 months female,12 to 59 months male,12 to 59 months female,Facilities
2022,Ahafo,DISTRICT3963,4,6515,1366,3622,1098,2480,FAC927
2022,Ahafo,DISTRICT7457,1,1607,841,3694,1394,2374,FAC6253
2022,Ahafo,DISTRICT7457,2,4366,1572,3622,677,1302,FAC6253
2022,Ahafo,DISTRICT7457,3,3647,1873,4855,1822,2002,FAC6253
2022,Ahafo,DISTRICT7457,4,3175,604,4425,1102,4632,FAC6253
2022,Ahafo,DISTRICT2286,1,7104,834,3390,1067,4220,FAC4919
2022,Ahafo,DISTRICT2286,2,2195,985,2561,600,839,FAC4919
2022,Ahafo,DISTRICT2286,3,7850,669,4204,1347,2743,FAC4919
2022,Ahafo,DISTRICT2286,4,7288,1816,1584,1482,4266,FAC4919
2022,Ahafo,DISTRICT2286,1,3918,1464,4365,1664,894,FAC4027
2022,Ahafo,DISTRICT2286,2,6973,1209,3939,706,3389,FAC4027
2022,Ahafo,DISTRICT2286,3,3504,761,3764,513,2017,FAC4027
2022,Ahafo,DISTRICT2286,4,3301,1832,2514,1601,4535,FAC4027
2022,Western North,DISTRICT1136,1,7330,1110,3278,1974,929,FAC5154
2022,Western North,DISTRICT1136,2,4809,1991,4196,1428,2265,FAC5154
2022,Western North,DISTRICT1136,3,2777,1308,2361,1399,2918,FAC5154
2022,Western North,DISTRICT1136,4,5516,842,3747,1810,3950,FAC5154
2022,Western North,DISTRICT1136,1,2224,1661,2324,598,4777,FAC3307
2022,Western North,DISTRICT1136,2,5688,1266,4613,1088,1338,FAC3307
2022,Western North,DISTRICT1136,3,9470,1613,3645,1704,4902,FAC3307
2022,Western North,DISTRICT1136,4,4248,1675,4824,1154,4221,FAC3307
2022,Western North,DISTRICT1136,1,5988,1428,3262,579,4904,FAC5151
2022,Western North,DISTRICT1136,2,3276,1073,3853,1048,1475,FAC5151
2022,Western North,DISTRICT1136,3,7334,1834,3017,1878,4223,FAC5151
2022,Western North,DISTRICT1136,4,4083,1667,3534,940,3321,FAC5151
2022,Western North,DISTRICT7021,1,4981,1253,879,1467,1445,FAC1765
2022,Western North,DISTRICT7021,2,6020,1465,4293,1495,4862,FAC1765
2022,Western North,DISTRICT7021,3,4475,777,1386,1338,3276,FAC1765
2022,Western North,DISTRICT7021,4,9016,1402,2340,1790,1233,FAC1765
2022,North East,DISTRICT997,1,3541,1903,2604,1104,3857,FAC8019
2022,North East,DISTRICT997,2,7899,571,4637,1559,1308,FAC8019
2022,North East,DISTRICT997,3,2354,1672,4030,744,3596,FAC8019
2022,North East,DISTRICT997,4,6422,1866,3250,1193,3464,FAC8019
2022,North East,DISTRICT7754,1,2622,511,2385,812,3670,FAC3007
2022,North East,DISTRICT7754,2,4562,1586,2946,1165,1719,FAC3007
2022,North East,DISTRICT7754,3,1047,890,1961,1220,3213,FAC3007
2022,North East,DISTRICT7754,4,7236,981,3063,1790,1932,FAC3007
2023,Ashanti,DISTRICT8948,1,9480,1538,1139,1417,1521,FAC7225
2023,Ashanti,DISTRICT8948,2,7806,1947,4597,961,4371,FAC7225
2023,Ashanti,DISTRICT8948,3,8485,622,1034,1502,4201,FAC7225
2023,Ashanti,DISTRICT8948,4,6792,1308,4226,974,1886,FAC7225
2023,Ashanti,DISTRICT8948,1,7985,542,4411,1404,1407,FAC5134
2023,Ashanti,DISTRICT8948,2,2700,1267,3366,1572,4586,FAC5134
2023,Ashanti,DISTRICT8948,3,8997,1431,2196,1886,2015,FAC5134
2023,Ashanti,DISTRICT8948,4,8760,1678,2299,1007,1890,FAC5134
2023,Ashanti,DISTRICT8948,1,2123,923,4154,875,2463,FAC4989
2023,Ashanti,DISTRICT8948,2,9546,1521,1483,1404,4847,FAC4989
2023,Ashanti,DISTRICT8948,3,3413,1679,1831,570,3285,FAC4989
2023,Ashanti,DISTRICT8948,4,1240,1883,4451,1739,1980,FAC4989
2023,Ashanti,DISTRICT8948,1,3952,1703,4788,1950,1566,FAC4603
2023,Ashanti,DISTRICT8948,2,4994,1611,3794,880,4309,FAC4603
2023,Ashanti,DISTRICT8948,3,2967,661,905,668,1956,FAC4603
2023,Ashanti,DISTRICT8948,4,4578,1369,2600,1712,3247,FAC4603
2023,Ashanti,DISTRICT4536,1,4277,1570,2648,541,2745,FAC4959
2023,Ashanti,DISTRICT4536,2,2282,720,2766,993,2004,FAC4959
2023,Ashanti,DISTRICT4536,3,5626,1267,1379,1292,2528,FAC4959
2023,Ashanti,DISTRICT4536,4,2896,535,960,638,4758,FAC4959
2023,Ashanti,DISTRICT3075,1,3226,571,1001,1423,4403,FAC3147
2023,Ashanti,DISTRICT3075,2,4830,1200,822,1748,2107,FAC3147
2023,Ashanti,DISTRICT3075,3,4317,1351,2664,616,2403,FAC3147
2023,Ashanti,DISTRICT3075,4,8981,810,4201,1377,3008,FAC3147
2023,Ashanti,DISTRICT3075,1,2134,1666,2811,673,1222,FAC4240
2023,Ashanti,DISTRICT3075,2,5308,1107,2695,1419,4528,FAC4240
2023,Ashanti,DISTRICT3075,3,1615,1521,3236,1445,3271,FAC4240
2023,Ashanti,DISTRICT3075,4,1844,872,3744,1459,1501,FAC4240
2023,Ashanti,DISTRICT3370,1,6835,1099,1511,706,4987,FAC1314
2023,Ashanti,DISTRICT3370,2,1051,1300,4747,842,3610,FAC1314
2023,Ashanti,DISTRICT3370,3,8104,1310,3440,895,2502,FAC1314
2023,Ashanti,DISTRICT3370,4,4226,585,1140,1037,2115,FAC1314
2023,Ashanti,DISTRICT3370,1,8694,901,1086,1958,4709,FAC2801
2023,Ashanti,DISTRICT3370,2,8844,1170,4647,1823,2288,FAC2801
2023,Ashanti,DISTRICT3370,3,5554,1176,4492,1053,4815,FAC2801
2023,Ashanti,DISTRICT3370,4,6231,1564,4068,1805,2676,FAC2801
2023,Ashanti,DISTRICT3370,1,2372,720,4401,1013,4413,FAC4081
2023,Ashanti,DISTRICT3370,2,3906,1171,1403,847,1360,FAC4081
2023,Ashanti,DISTRICT3370,3,2822,803,2809,528,3209,FAC4081
2023,Ashanti,DISTRICT3370,4,8783,1943,4257,1811,2346,FAC4081
2023,Ashanti,DISTRICT1299,1,5156,1428,4126,1055,2629,FAC1053
2023,Ashanti,DISTRICT1299,2,4876,677,4271,1792,4787,FAC1053
2023,Ashanti,DISTRICT1299,3,5141,1323,3879,1137,1606,FAC1053
2023,Ashanti,DISTRICT1299,4,1195,977,1735,1692,1250,FAC1053
2023,Ashanti,DISTRICT1299,1,8431,1561,1976,676,1985,FAC9140
2023,Ashanti,DISTRICT1299,2,1628,1348,3695,695,2405,FAC9140
2023,Ashanti,DISTRICT1299,3,9683,1594,1540,822,4130,FAC9140
2023,Ashanti,DISTRICT1299,4,9700,546,3784,1035,950,FAC9140
2023,Brong Ahafo,DISTRICT3762,1,3153,1267,2194,1896,2391,FAC8923
2023,Brong Ahafo,DISTRICT3762,2,4570,784,818,1836,1933,FAC8923
2023,Brong Ahafo,DISTRICT3762,3,7161,1431,2750,1856,3889,FAC8923
2023,Brong Ahafo,DISTRICT3762,4,2172,969,3837,1128,1961,FAC8923
2023,Brong Ahafo,DISTRICT2401,1,3467,1345,4378,1922,2638,FAC6547
2023,Brong Ahafo,DISTRICT2401,2,2745,1001,1527,635,3092,FAC6547
2023,Brong Ahafo,DISTRICT2401,3,5868,875,1633,1917,2389,FAC6547
2023,Brong Ahafo,DISTRICT2401,4,1584,1801,3822,1830,2862,FAC6547
2023,Brong Ahafo,DISTRICT2401,1,2349,1950,1508,1998,4756,FAC1063
2023,Brong Ahafo,DISTRICT2401,2,8760,1475,3240,1439,2310,FAC1063
2023,Brong Ahafo,DISTRICT2401,3,5982,664,3336,1582,1233,FAC1063
2023,Brong Ahafo,DISTRICT2401,4,3903,1962,1720,1693,1649,FAC1063
2023,Brong Ahafo,DISTRICT3608,1,3678,1930,4915,979,1935,FAC5549
2023,Brong Ahafo,DISTRICT3608,2,2059,1396,2147,1949,3213,FAC5549
2023,Brong Ahafo,DISTRICT3608,3,5635,1085,3508,1605,3236,FAC5549
2023,Brong Ahafo,DISTRICT3608,4,5699,1916,1490,949,3220,FAC5549
2023,Brong Ahafo,DISTRICT3608,1,7861,1193,4194,1783,4574,FAC3827
2023,Brong Ahafo,DISTRICT3608,2,1032,1196,4077,1465,1696,FAC3827
2023,Brong Ahafo,DISTRICT3608,3,2392,1641,1930,860,3904,FAC3827
2023,Brong Ahafo,DISTRICT3608,4,5745,1321,3911,677,2459,FAC3827
2023,Brong Ahafo,DISTRICT3608,1,7071,944,4600,1496,1927,FAC7014
2023,Brong Ahafo,DISTRICT3608,2,8878,508,4949,1598,4677,FAC7014
2023,Brong Ahafo,DISTRICT3608,3,2952,1542,3044,926,2602,FAC7014
2023,Brong Ahafo,DISTRICT3608,4,7439,906,2066,826,2682,FAC7014
2023,Brong Ahafo,DISTRICT3608,1,3405,1764,1485,616,3675,FAC5353
2023,Brong Ahafo,DISTRICT3608,2,9906,573,1863,1071,2437,FAC5353
2023,Brong Ahafo,DISTRICT3608,3,5098,1396,4370,1865,3558,FAC5353
2023,Brong Ahafo,DISTRICT3608,4,2212,1725,900,843,1101,FAC5353
2023,Central,DISTRICT643,1,3380,1200,1685,1002,1245,FAC2248
2023,Central,DISTRICT643,2,2278,1578,2021,623,4781,FAC2248
2023,Central,DISTRICT643,3,3116,1258,1751,504,4385,FAC2248
2023,Central,DISTRICT643,4,5811,1376,4183,1259,2587,FAC2248
2023,Central,DISTRICT643,1,1641,917,4422,624,4190,FAC8869
2023,Central,DISTRICT643,2,4365,999,4901,857,4793,FAC8869
2023,Central,DISTRICT643,3,1892,1488,4239,1244,1719,FAC8869
2023,Central,DISTRICT643,4,3921,1663,4787,955,4899,FAC8869
2023,Central,DISTRICT643,1,5113,1130,895,1428,2675,FAC5073
2023,Central,DISTRICT643,2,2068,1984,1345,1881,1074,FAC5073
2023,Central,DISTRICT643,3,1060,902,4876,1060,2783,FAC5073
2023,Central,DISTRICT643,4,5616,919,2412,1524,3921,FAC5073
2023,Central,DISTRICT643,1,8246,551,3616,661,4133,FAC9187
2023,Central,DISTRICT643,2,4951,1842,1569,550,1261,FAC9187
2023,Central,DISTRICT643,3,4083,1150,3088,769,1423,FAC9187
2023,Central,DISTRICT643,4,4959,631,1108,752,3579,FAC9187
2023,Central,DISTRICT643,1,8348,997,1925,1542,1285,FAC7351
2023,Central,DISTRICT643,2,1505,748,2860,1028,4809,FAC7351
2023,Central,DISTRICT643,3,7338,1488,1991,1350,1944,FAC7351
2023,Central,DISTRICT643,4,2624,922,4553,1076,4194,FAC7351
2023,Central,DISTRICT9936,1,9853,1927,2668,1549,4838,FAC7948
2023,Central,DISTRICT9936,2,5116,1571,1265,832,2124,FAC7948
2023,Central,DISTRICT9936,3,9319,1634,2541,940,2096,FAC7948
2023,Central,DISTRICT9936,4,2622,1794,3559,1540,1389,FAC7948
2023,Central,DISTRICT9936,1,4872,883,2643,1605,3276,FAC1107
2023,Central,DISTRICT9936,2,6394,901,3286,584,2272,FAC1107
2023,Central,DISTRICT9936,3,4086,916,985,740,3172,FAC1107
2023,Central,DISTRICT9936,4,8751,985,3555,521,1281,FAC1107
2023,Central,DISTRICT9936,1,9553,1954,1294,1922,2509,FAC2769
2023,Central,DISTRICT9936,2,7757,561,3411,1920,3577,FAC2769
2023,Central,DISTRICT9936,3,2907,1940,3214,1253,1839,FAC2769
2023,Central,DISTRICT9936,4,5206,1798,1628,1468,2516,FAC2769
2023,Eastern,DISTRICT1381,1,2538,1966,3565,653,2461,FAC1416
2023,Eastern,DISTRICT1381,2,7335,888,3772,1539,3448,FAC1416
2023,Eastern,DISTRICT1381,3,5614,1176,1463,844,2839,FAC1416
2023,Eastern,DISTRICT1381,4,6472,1680,3626,1884,988,FAC1416
2023,Eastern,DISTRICT5500,1,7936,1207,2865,1854,4623,FAC2384
2023,Eastern,DISTRICT5500,2,5633,594,4358,719,1422,FAC2384
2023,Eastern,DISTRICT5500,3,1737,1853,2788,1944,1629,FAC2384
2023,Eastern,DISTRICT5500,4,5741,937,4113,975,4980,FAC2384
2023,Eastern,DISTRICT5500,1,6298,876,4794,833,2181,FAC519
2023,Eastern,DISTRICT5500,2,3301,817,1149,604,3120,FAC519
2023,Eastern,DISTRICT5500,3,1440,1139,4152,1209,2051,FAC519
2023,Eastern,DISTRICT5500,4,1375,1212,4492,697,1388,FAC519
2023,Eastern,DISTRICT5500,1,5003,1164,4668,1464,3148,FAC9868
2023,Eastern,DISTRICT5500,2,1385,1266,1412,768,3929,FAC9868
2023,Eastern,DISTRICT5500,3,7005,1143,4279,1326,4841,FAC9868
2023,Eastern,DISTRICT5500,4,9830,597,4693,886,3591,FAC9868
2023,Eastern,DISTRICT5500,1,2199,710,1184,1573,1182,FAC5523
2023,Eastern,DISTRICT5500,2,6659,1022,1305,1204,2222,FAC5523
2023,Eastern,DISTRICT5500,3,9695,713,3678,1558,1828,FAC5523
2023,Eastern,DISTRICT5500,4,7938,813,1524,810,1971,FAC5523
2023,Eastern,DISTRICT8934,1,4336,1185,3325,1427,1263,FAC7875
2023,Eastern,DISTRICT8934,2,5129,1527,2258,712,4672,FAC7875
2023,Eastern,DISTRICT8934,3,1752,1363,1499,1504,3319,FAC7875
2023,Eastern,DISTRICT8934,4,7592,1690,1253,905,3884,FAC7875
2023,Eastern,DISTRICT8934,1,7490,1590,4982,1527,3273,FAC5519
2023,Eastern,DISTRICT8934,2,5670,1683,1167,1424,2260,FAC5519
2023,Eastern,DISTRICT8934,3,3272,698,2643,612,2258,FAC5519
2023,Eastern,DISTRICT8934,4,5169,1835,3284,1947,1300,FAC5519
2023,Eastern,DISTRICT8934,1,5791,1755,3236,1835,1028,FAC4402
2023,Eastern,DISTRICT8934,2,8240,1901,2611,681,4876,FAC4402
2023,Eastern,DISTRICT8934,3,7330,1231,1922,1636,1951,FAC4402
2023,Eastern,DISTRICT8934,4,5668,1532,3711,1431,4466,FAC4402
2023,Eastern,DISTRICT8065,1,3875,762,3076,894,4474,FAC9462
2023,Eastern,DISTRICT8065,2,1197,1104,4916,1156,2759,FAC9462
2023,Eastern,DISTRICT8065,3,5834,1488,3110,1849,4541,FAC9462
2023,Eastern,DISTRICT8065,4,6661,763,3582,1719,3913,FAC9462
2023,Eastern,DISTRICT5336,1,7025,1963,3210,539,4687,FAC1997
2023,Eastern,DISTRICT5336,2,7038,943,944,1054,2322,FAC1997
2023,Eastern,DISTRICT5336,3,3423,1624,2705,1543,3413,FAC1997
2023,Eastern,DISTRICT5336,4,3886,512,2879,716,3135,FAC1997
2023,Eastern,DISTRICT5336,1,2531,886,3539,911,2225,FAC2748
2023,Eastern,DISTRICT5336,2,6629,1685,2145,731,3422,FAC2748
2023,Eastern,DISTRICT5336,3,1603,1856,2589,1759,4091,FAC2748
2023,Eastern,DISTRICT5336,4,1750,1024,4746,1586,2783,FAC2748
2023,Eastern,DISTRICT5336,1,1486,688,1109,1243,3932,FAC4239
2023,Eastern,DISTRICT5336,2,4473,1179,3946,1966,3352,FAC4239
2023,Eastern,DISTRICT5336,3,7918,1995,4268,1607,3678,FAC4239
2023,Eastern,DISTRICT5336,4,4361,1194,3561,730,4121,FAC4239
2023,Greater Accra,DISTRICT7790,1,5357,1224,4413,873,1986,FAC2348
2023,Greater Accra,DISTRICT7790,2,6406,899,3597,1218,1649,FAC2348
2023,Greater Accra,DISTRICT7790,3,4311,628,2203,1083,1158,FAC2348
2023,Greater Accra,DISTRICT7790,4,2829,720,3010,1859,1724,FAC2348
2023,Greater Accra,DISTRICT1608,1,2780,1092,1757,1372,1060,FAC420
2023,Greater Accra,DISTRICT1608,2,7609,1021,2669,1319,3220,FAC420
2023,Greater Accra,DISTRICT1608,3,9242,1284,2024,1234,4162,FAC420
2023,Greater Accra,DISTRICT1608,4,7478,1396,1839,712,2429,FAC420
2023,Greater Accra,DISTRICT1608,1,4538,1943,3152,831,3197,FAC9691
2023,Greater Accra,DISTRICT1608,2,1763,1773,2005,1358,1714,FAC9691
2023,Greater Accra,DISTRICT1608,3,8684,1947,4641,880,1321,FAC9691
2023,Greater Accra,DISTRICT1608,4,1382,1229,1307,1105,4340,FAC9691
2023,Greater Accra,DISTRICT1608,1,5451,1785,939,1116,1337,FAC5918
2023,Greater Accra,DISTRICT1608,2,4365,1986,2465,1139,1623,FAC5918
2023,Greater Accra,DISTRICT1608,3,7656,721,1863,1818,1549,FAC5918
2023,Greater Accra,DISTRICT1608,4,8090,1576,2647,652,2976,FAC5918
2023,Greater Accra,DISTRICT1608,1,2871,1491,3756,1244,3497,FAC7817
2023,Greater Accra,DISTRICT1608,2,6984,1096,2189,990,4989,FAC7817
2023,Greater Accra,DISTRICT1608,3,6072,695,3186,561,4580,FAC7817
2023,Greater Accra,DISTRICT1608,4,3822,545,1335,748,2662,FAC7817
2023,Greater Accra,DISTRICT5360,1,1185,732,4581,1428,1076,FAC2959
2023,Greater Accra,DISTRICT5360,2,6135,1161,2623,1793,3976,FAC2959
2023,Greater Accra,DISTRICT5360,3,2297,572,3979,960,3162,FAC2959
2023,Greater Accra,DISTRICT5360,4,6672,906,4566,1614,832,FAC2959
2023,Greater Accra,DISTRICT5360,1,1818,1125,2221,856,984,FAC6862
2023,Greater Accra,DISTRICT5360,2,9000,1373,3464,1972,4780,FAC6862
2023,Greater Accra,DISTRICT5360,3,5393,1912,3207,1773,1523,FAC6862
2023,Greater Accra,DISTRICT5360,4,3121,689,2769,1665,1258,FAC6862
2023,Greater Accra,DISTRICT5360,1,1161,1624,4074,734,2496,FAC1776
2023,Greater Accra,DISTRICT5360,2,4381,748,1619,717,3589,FAC1776
2023,Greater Accra,DISTRICT5360,3,6793,1421,4937,970,4212,FAC1776
2023,Greater Accra,DISTRICT5360,4,2256,1432,1993,628,3129,FAC1776
2023,Greater Accra,DISTRICT5360,1,3677,812,4124,1182,4671,FAC3296
2023,Greater Accra,DISTRICT5360,2,2903,603,1791,1647,3751,FAC3296
2023,Greater Accra,DISTRICT5360,3,3046,1987,3410,1840,3033,FAC3296
2023,Greater Accra,DISTRICT5360,4,6215,563,3438,1734,1872,FAC3296
2023,Greater Accra,DISTRICT4287,1,5436,1995,4661,1713,1558,FAC5587
2023,Greater Accra,DISTRICT4287,2,6858,1510,3217,821,4605,FAC5587
2023,Greater Accra,DISTRICT4287,3,1076,977,1989,1698,4388,FAC5587
2023,Greater Accra,DISTRICT4287,4,5627,1490,4149,1279,2363,FAC5587
2023,Greater Accra,DISTRICT4287,1,3756,1506,1711,1608,3909,FAC4004
2023,Greater Accra,DISTRICT4287,2,5790,1631,3853,1809,4677,FAC4004
2023,Greater Accra,DISTRICT4287,3,6974,1465,3415,828,4374,FAC4004
2023,Greater Accra,DISTRICT4287,4,3475,1765,4331,955,2183,FAC4004
2023,Greater Accra,DISTRICT4287,1,7504,1921,1039,702,4116,FAC732
2023,Greater Accra,DISTRICT4287,2,2521,769,1145,575,3722,FAC732
2023,Greater Accra,DISTRICT4287,3,5401,1824,2519,1438,1168,FAC732
2023,Greater Accra,DISTRICT4287,4,4067,1718,2135,1318,3190,FAC732
2023,Greater Accra,DISTRICT4737,1,2265,542,1239,1286,4057,FAC5035
2023,Greater Accra,DISTRICT4737,2,4506,1057,2835,1081,4695,FAC5035
2023,Greater Accra,DISTRICT4737,3,8598,1825,2770,598,1277,FAC5035
2023,Greater Accra,DISTRICT4737,4,3268,1462,2095,1972,1717,FAC5035
2023,Greater Accra,DISTRICT4737,1,7538,1351,2271,589,1092,FAC7533
2023,Greater Accra,DISTRICT4737,2,4838,1299,897,1249,3865,FAC7533
2023,Greater Accra,DISTRICT4737,3,2023,1434,3184,615,2795,FAC7533
2023,Greater Accra,DISTRICT4737,4,7550,1194,2746,1287,1035,FAC7533
2023,Greater Accra,DISTRICT4737,1,5331,730,1613,827,1594,FAC2453
2023,Greater Accra,DISTRICT4737,2,3434,1505,3720,1803,3296,FAC2453
2023,Greater Accra,DISTRICT4737,3,3717,1832,3018,1783,1780,FAC2453
2023,Greater Accra,DISTRICT4737,4,7399,655,1586,1559,1034,FAC2453
2023,Northern,DISTRICT9578,1,2454,1748,2064,1538,2743,FAC7970
2023,Northern,DISTRICT9578,2,1314,1544,879,852,4941,FAC7970
2023,Northern,DISTRICT9578,3,1048,1058,1086,1787,4989,FAC7970
2023,Northern,DISTRICT9578,4,9006,876,3570,1650,1472,FAC7970
2023,Northern,DISTRICT9578,1,3457,1915,1431,1228,1471,FAC7793
2023,Northern,DISTRICT9578,2,7124,567,3007,615,993,FAC7793
2023,Northern,DISTRICT9578,3,8462,1308,3227,603,4076,FAC7793
2023,Northern,DISTRICT9578,4,2968,1713,4395,992,1497,FAC7793
2023,Northern,DISTRICT9578,1,2345,1798,3708,582,1665,FAC3338
2023,Northern,DISTRICT9578,2,1465,1935,4473,1914,2083,FAC3338
2023,Northern,DISTRICT9578,3,1391,1159,3162,811,3838,FAC3338
2023,Northern,DISTRICT9578,4,4036,994,3861,1457,2567,FAC3338
2023,Northern,DISTRICT9578,1,9821,1692,3339,1640,4281,FAC9921
2023,Northern,DISTRICT9578,2,3982,1799,1006,1483,3413,FAC9921
2023,Northern,DISTRICT9578,3,6054,1313,1848,1581,2539,FAC9921
2023,Northern,DISTRICT9578,4,8747,1836,1313,1314,3011,FAC9921
2023,Northern,DISTRICT8942,1,9055,1631,2417,506,3064,FAC9877
2023,Northern,DISTRICT8942,2,7740,643,3099,830,3268,FAC9877
2023,Northern,DISTRICT8942,3,9328,1881,2379,702,1625,FAC9877
2023,Northern,DISTRICT8942,4,8991,1274,3028,1958,1133,FAC9877
2023,Northern,DISTRICT8942,1,5575,649,3637,511,4935,FAC7147
2023,Northern,DISTRICT8942,2,6770,1926,3093,1101,3254,FAC7147
2023,Northern,DISTRICT8942,3,8134,793,2801,600,4533,FAC7147
2023,Northern,DISTRICT8942,4,3967,1270,2564,1204,1085,FAC7147
2023,Northern,DISTRICT8942,1,3515,1299,3642,1723,926,FAC4465
2023,Northern,DISTRICT8942,2,7993,1768,2944,1653,2336,FAC4465
2023,Northern,DISTRICT8942,3,5149,1027,1116,1614,2204,FAC4465
2023,Northern,DISTRICT8942,4,7978,1786,4975,1839,3357,FAC4465
2023,Northern,DISTRICT8942,1,1539,1105,3789,1564,4181,FAC8131
2023,Northern,DISTRICT8942,2,7704,1288,1668,1568,1225,FAC8131
2023,Northern,DISTRICT8942,3,9054,1292,3010,1883,893,FAC8131
2023,Northern,DISTRICT8942,4,4987,1424,2502,1868,4014,FAC8131
2023,Northern,DISTRICT8942,1,2578,1749,2066,1603,1070,FAC4664
2023,Northern,DISTRICT8942,2,4360,841,2048,696,2344,FAC4664
2023,Northern,DISTRICT8942,3,9997,1602,2848,1723,3147,FAC4664
2023,Northern,DISTRICT8942,4,8502,863,1740,629,4743,FAC4664
2023,Northern,DISTRICT8152,1,5483,1429,1519,620,3160,FAC9641
2023,Northern,DISTRICT8152,2,2884,1236,4777,651,1350,FAC9641
2023,Northern,DISTRICT8152,3,3820,1696,2133,704,4142,FAC9641
2023,Northern,DISTRICT8152,4,9345,1034,2760,924,2095,FAC9641
2023,Northern,DISTRICT8152,1,2066,1886,3023,1839,3446,FAC6673
2023,Northern,DISTRICT8152,2,5189,598,4788,1697,3657,FAC6673
2023,Northern,DISTRICT8152,3,6498,1558,1049,1542,1631,FAC6673
2023,Northern,DISTRICT8152,4,9691,1714,2684,1712,3380,FAC6673
2023,Northern,DISTRICT8152,1,6641,1332,3450,1594,3776,FAC265
2023,Northern,DISTRICT8152,2,2118,1011,4356,990,3129,FAC265
2023,Northern,DISTRICT8152,3,2394,1683,4966,1874,2173,FAC265
2023,Northern,DISTRICT8152,4,7434,996,4507,2000,4486,FAC265
2023,Upper East,DISTRICT1619,1,3583,1603,3629,1832,1601,FAC9822
2023,Upper East,DISTRICT1619,2,8668,948,4760,1318,4093,FAC9822
2023,Upper East,DISTRICT1619,3,9700,1434,5000,1836,3494,FAC9822
2023,Upper East,DISTRICT1619,4,3140,722,1465,1356,3592,FAC9822
2023,Upper East,DISTRICT1619,1,8805,885,3577,1920,4234,FAC4139
2023,Upper East,DISTRICT1619,2,8991,637,4016,1916,4415,FAC4139
2023,Upper East,DISTRICT1619,3,5150,1876,3307,1227,3060,FAC4139
2023,Upper East,DISTRICT1619,4,2225,703,3106,1171,2356,FAC4139
2023,Upper East,DISTRICT1619,1,1228,644,4112,898,3379,FAC2951
2023,Upper East,DISTRICT1619,2,6108,1222,2243,1612,3186,FAC2951
2023,Upper East,DISTRICT1619,3,2115,1355,2376,581,4213,FAC2951
2023,Upper East,DISTRICT1619,4,5779,1120,2194,997,4665,FAC2951
2023,Upper East,DISTRICT7305,1,5251,1562,3284,691,1912,FAC4098
2023,Upper East,DISTRICT7305,2,2566,1638,3213,1430,2428,FAC4098
2023,Upper East,DISTRICT7305,3,5205,1802,2998,1708,3338,FAC4098
2023,Upper East,DISTRICT7305,4,6075,1511,1981,1365,2107,FAC4098
2023,Upper East,DISTRICT4404,1,4305,1108,3742,531,2315,FAC730
2023,Upper East,DISTRICT4404,2,2363,1386,945,1674,3099,FAC730
2023,Upper East,DISTRICT4404,3,5712,1663,4348,1439,1149,FAC730
2023,Upper East,DISTRICT4404,4,6922,1728,3637,1681,4821,FAC730
2023,Upper East,DISTRICT4404,1,3615,1317,1722,633,2185,FAC7070
2023,Upper East,DISTRICT4404,2,3681,1165,1651,877,3192,FAC7070
2023,Upper East,DISTRICT4404,3,2709,1938,1832,1331,1206,FAC7070
2023,Upper East,DISTRICT4404,4,3844,956,2422,1448,3157,FAC7070
2023,Upper East,DISTRICT4404,1,5577,949,3143,685,2619,FAC1603
2023,Upper East,DISTRICT4404,2,6344,959,4377,1053,1739,FAC1603
2023,Upper East,DISTRICT4404,3,6365,625,2977,1635,2637,FAC1603
2023,Upper East,DISTRICT4404,4,2748,530,1216,641,2215,FAC1603
2023,Upper East,DISTRICT4404,1,5503,1360,2886,637,3887,FAC5196
2023,Upper East,DISTRICT4404,2,2329,1279,3062,717,1017,FAC5196
2023,Upper East,DISTRICT4404,3,1074,1545,3744,1808,813,FAC5196
2023,Upper East,DISTRICT4404,4,4374,1844,4603,1324,3967,FAC5196
2023,Upper East,DISTRICT280,1,9934,1656,1631,1905,2646,FAC2773
2023,Upper East,DISTRICT280,2,4752,1129,4221,1991,1417,FAC2773
2023,Upper East,DISTRICT280,3,8469,1497,3852,1592,1630,FAC2773
2023,Upper East,DISTRICT280,4,1622,1357,3527,1638,1191,FAC2773
2023,Upper East,DISTRICT280,1,9816,1887,4997,1276,4085,FAC3273
2023,Upper East,DISTRICT280,2,7873,1945,1935,576,2210,FAC3273
2023,Upper East,DISTRICT280,3,2513,835,2963,1032,2684,FAC3273
2023,Upper East,DISTRICT280,4,1641,1014,4460,1509,1868,FAC3273
2023,Upper West,DISTRICT3785,1,4581,1916,4057,664,1018,FAC2263
2023,Upper West,DISTRICT3785,2,4024,671,3790,1025,1621,FAC2263
2023,Upper West,DISTRICT3785,3,7515,1215,1602,930,3358,FAC2263
2023,Upper West,DISTRICT3785,4,1032,831,2510,1287,4962,FAC2263
2023,Upper West,DISTRICT3785,1,6938,842,3429,1825,4315,FAC4618
2023,Upper West,DISTRICT3785,2,3899,872,4002,656,3448,FAC4618
2023,Upper West,DISTRICT3785,3,4640,1419,2771,1239,4565,FAC4618
2023,Upper West,DISTRICT3785,4,2008,1523,2183,1877,4997,FAC4618
2023,Upper West,DISTRICT3785,1,4099,1233,3006,1207,2056,FAC2781
2023,Upper West,DISTRICT3785,2,1756,1761,2785,1499,3623,FAC2781
2023,Upper West,DISTRICT3785,3,1838,802,3639,1020,2867,FAC2781
