Year,Region,District,Cycle,3 to 11 months male,3 to 11 months female,12 to 59 months male,12 to 59 months female,ADR Name
2022,Bono East,DISTRICT177,1,4942,1748,3949,823,Nausea
2022,Bono East,DISTRICT177,2,8968,1860,3499,1483,Dizziness
2022,Bono East,DISTRICT177,3,8971,1659,3130,1472,Irritability
2022,Bono East,DISTRICT177,4,6890,1250,1662,1596,Itching
2022,Bono East,DISTRICT177,1,2783,1793,3980,1462,Itching
2022,Bono East,DISTRICT177,2,2935,500,1820,1841,Insomnia
2022,Bono East,DISTRICT177,3,9502,557,1704,1785,Hives
2022,Bono East,DISTRICT177,4,7195,1535,2496,608,Diarrhea
2022,Bono East,DISTRICT177,1,5279,1983,3638,690,Irritability
2022,Bono East,DISTRICT177,2,7551,1251,1844,929,Nausea
2022,Bono East,DISTRICT177,3,7160,540,4732,1539,Nausea
2022,Bono East,DISTRICT177,4,4368,1256,1705,1221,Vomiting
2022,Bono East,DISTRICT177,1,8940,1653,2957,1122,Vomiting
2022,Bono East,DISTRICT177,2,8738,1349,1869,1618,Abdominal pain
2022,Bono East,DISTRICT177,3,1616,1677,3570,766,Diarrhea
2022,Bono East,DISTRICT177,4,8691,1283,1769,977,Abdominal pain
2022,Bono East,DISTRICT8948,1,5289,1971,1853,1745,Irritability
2022,Bono East,DISTRICT8948,2,5261,1277,1523,1367,Hives
2022,Bono East,DISTRICT8948,3,7114,1672,3045,1655,Diarrhea
2022,Bono East,DISTRICT8948,4,4623,729,1760,1698,Diarrhea
2022,Bono East,DISTRICT8948,1,9266,989,3233,1882,Irritability
2022,Bono East,DISTRICT8948,2,3363,540,1091,1332,Abdominal pain
2022,Bono East,DISTRICT8948,3,7742,1940,1509,619,Vomiting
2022,Bono East,DISTRICT8948,4,8054,890,1254,1069,Hives
2022,Bono East,DISTRICT8948,1,6947,1434,1486,1327,Insomnia
2022,Bono East,DISTRICT8948,2,6093,1011,3421,1127,Abdominal pain
2022,Bono East,DISTRICT8948,3,5965,544,3263,1788,Diarrhea
2022,Bono East,DISTRICT8948,4,8785,1752,1998,1150,Drowsiness
2022,Bono East,DISTRICT8948,1,8920,1308,920,1035,Insomnia
2022,Bono East,DISTRICT8948,2,7086,936,985,1244,Hives
2022,Bono East,DISTRICT8948,3,7729,1963,3864,1278,Insomnia
2022,Bono East,DISTRICT8948,4,7128,697,2525,517,Nausea
2022,Bono East,DISTRICT7487,1,7317,1781,877,1383,Itching
2022,Bono East,DISTRICT7487,2,8108,1178,2250,1805,Dizziness
2022,Bono East,DISTRICT7487,3,4187,884,4530,1954,Itching
2022,Bono East,DISTRICT7487,4,9540,1445,4047,940,Diarrhea
2022,Bono East,DISTRICT7487,1,3322,714,4003,985,Drowsiness
2022,Bono East,DISTRICT7487,2,9818,571,3366,1883,Irritability
2022,Bono East,DISTRICT7487,3,5958,1476,3818,901,Irritability
2022,Bono East,DISTRICT7487,4,4762,1679,1460,1118,Insomnia
2022,Bono East,DISTRICT7487,1,4708,1596,3263,1842,Vomiting
2022,Bono East,DISTRICT7487,2,6296,1190,3444,506,Abdominal pain
2022,Bono East,DISTRICT7487,3,2417,508,4844,853,Itching
2022,Bono East,DISTRICT7487,4,3011,1242,3742,1980,Diarrhea
2022,Bono East,DISTRICT7487,1,5228,1406,3827,1421,Drowsiness
2022,Bono East,DISTRICT7487,2,8200,783,2334,503,Drowsiness
2022,Bono East,DISTRICT7487,3,6948,1012,3390,1706,Nausea
2022,Bono East,DISTRICT7487,4,6386,1168,1927,1838,Irritability
2022,Bono East,DISTRICT7487,1,8213,1213,4239,1491,Abdominal pain
2022,Bono East,DISTRICT7487,2,3347,1852,4792,716,Nausea
2022,Bono East,DISTRICT7487,3,2199,823,2628,1484,Nausea
2022,Bono East,DISTRICT7487,4,4484,733,2245,1901,Nausea
2022,Oti,DISTRICT5615,1,2022,1591,4469,1763,Nausea
2022,Oti,DISTRICT5615,2,9657,1241,3791,648,Itching
2022,Oti,DISTRICT5615,3,4100,833,2803,609,Nausea
2022,Oti,DISTRICT5615,4,2791,1476,2804,715,Diarrhea
2022,Oti,DISTRICT5615,1,1306,1802,1759,1000,Dizziness
2022,Oti,DISTRICT5615,2,3376,1513,3488,1972,Itching
2022,Oti,DISTRICT5615,3,8042,1254,3738,1755,Nausea
2022,Oti,DISTRICT5615,4,5939,583,1094,1957,Itching
2022,Oti,DISTRICT5615,1,7115,1090,2452,1401,Abdominal pain
2022,Oti,DISTRICT5615,2,6431,1796,4231,518,Vomiting
2022,Oti,DISTRICT5615,3,7888,1747,2397,880,Abdominal pain
2022,Oti,DISTRICT5615,4,8424,1865,2591,1245,Dizziness
2022,Oti,DISTRICT5615,1,4817,588,4795,537,Irritability
2022,Oti,DISTRICT5615,2,6805,756,3919,1279,Irritability
2022,Oti,DISTRICT5615,3,6745,1289,4079,1346,Abdominal pain
2022,Oti,DISTRICT5615,4,4947,1112,1353,1761,Vomiting
2022,Oti,DISTRICT5615,1,1656,1440,3721,1032,Abdominal pain
2022,Oti,DISTRICT5615,2,5251,1978,811,1741,Nausea
2022,Oti,DISTRICT5615,3,4028,1740,4947,719,Abdominal pain
2022,Oti,DISTRICT5615,4,5865,1158,4729,797,Dizziness
2022,Oti,DISTRICT9511,1,2144,1448,2995,1713,Irritability
2022,Oti,DISTRICT9511,2,7708,681,2633,1922,Itching
2022,Oti,DISTRICT9511,3,3894,669,3296,937,Itching
2022,Oti,DISTRICT9511,4,1633,1724,3731,1234,Nausea
2022,Oti,DISTRICT9511,1,4056,1305,3101,1735,Itching
2022,Oti,DISTRICT9511,2,5026,1141,2476,964,Vomiting
2022,Oti,DISTRICT9511,3,9997,1591,1961,1673,Dizziness
2022,Oti,DISTRICT9511,4,1426,946,1501,879,Rash
2022,Oti,DISTRICT9511,1,6998,1639,3462,1797,Nausea
2022,Oti,DISTRICT9511,2,4082,1239,1733,1852,Vomiting
2022,Oti,DISTRICT9511,3,7631,1479,1168,1406,Irritability
2022,Oti,DISTRICT9511,4,2414,1597,2639,1617,Irritability
2022,Oti,DISTRICT4188,1,3513,1964,3333,1470,Itching
2022,Oti,DISTRICT4188,2,5689,555,2030,566,Nausea
2022,Oti,DISTRICT4188,3,2184,1567,2188,647,Rash
2022,Oti,DISTRICT4188,4,6249,1755,1643,616,Drowsiness
2022,Oti,DISTRICT5762,1,4395,750,4503,1714,Hives
2022,Oti,DISTRICT5762,2,5683,1229,4549,1804,Nausea
2022,Oti,DISTRICT5762,3,6901,1377,2455,751,Rash
2022,Oti,DISTRICT5762,4,4346,1176,1513,802,Abdominal pain
2022,Oti,DISTRICT5762,1,4092,796,2944,1097,Hives
2022,Oti,DISTRICT5762,2,5368,1369,2439,834,Diarrhea
2022,Oti,DISTRICT5762,3,9830,872,3124,1284,Diarrhea
2022,Oti,DISTRICT5762,4,6242,1894,3525,1913,Hives
2022,Oti,DISTRICT5762,1,5310,715,2539,898,Insomnia
2022,Oti,DISTRICT5762,2,4505,808,4387,1527,Vomiting
2022,Oti,DISTRICT5762,3,2931,612,2708,1823,Drowsiness
2022,Oti,DISTRICT5762,4,7421,1969,2809,1843,Rash
2022,Ahafo,DISTRICT8997,1,5611,915,4828,712,Vomiting
2022,Ahafo,DISTRICT8997,2,4441,1576,3076,1907,Irritability
2022,Ahafo,DISTRICT8997,3,6027,1259,1992,1958,Nausea
2022,Ahafo,DISTRICT8997,4,2723,1279,4824,1805,Drowsiness
2022,Ahafo,DISTRICT8997,1,6285,1736,4011,765,Insomnia
2022,Ahafo,DISTRICT8997,2,7752,1893,3015,1697,Diarrhea
2022,Ahafo,DISTRICT8997,3,7402,656,1065,664,Nausea
2022,Ahafo,DISTRICT8997,4,7885,1568,4533,1156,Rash
2022,Ahafo,DISTRICT8997,1,3862,1383,2404,1481,Drowsiness
2022,Ahafo,DISTRICT8997,2,3029,1520,2417,1566,Itching
2022,Ahafo,DISTRICT8997,3,9329,872,4127,1001,Insomnia
2022,Ahafo,DISTRICT8997,4,1535,1341,1331,1363,Drowsiness
2022,Ahafo,DISTRICT8997,1,7381,1160,840,1971,Diarrhea
2022,Ahafo,DISTRICT8997,2,4906,1572,2304,1097,Diarrhea
2022,Ahafo,DISTRICT8997,3,4084,1546,1666,1566,Drowsiness
2022,Ahafo,DISTRICT8997,4,9567,1121,4803,1129,Itching
2022,Ahafo,DISTRICT8997,1,9092,1495,3043,1490,Vomiting
2022,Ahafo,DISTRICT8997,2,5194,1767,859,679,Nausea
2022,Ahafo,DISTRICT8997,3,7712,671,1966,659,Diarrhea
2022,Ahafo,DISTRICT8997,4,4291,1433,3776,949,Insomnia
2022,Western North,DISTRICT973,1,6872,1511,4787,1436,Insomnia
2022,Western North,DISTRICT973,2,6893,1300,2594,1146,Itching
2022,Western North,DISTRICT973,3,6286,1571,2294,1943,Drowsiness
2022,Western North,DISTRICT973,4,2448,869,1506,1109,Abdominal pain
2022,Western North,DISTRICT973,1,2269,1093,4142,1747,Itching
2022,Western North,DISTRICT973,2,6554,1200,2564,1055,Abdominal pain
2022,Western North,DISTRICT973,3,3304,1569,2397,620,Vomiting
2022,Western North,DISTRICT973,4,3853,672,2829,773,Rash
2022,Western North,DISTRICT973,1,3984,1189,4398,732,Rash
2022,Western North,DISTRICT973,2,9560,1072,3661,1270,Itching
2022,Western North,DISTRICT973,3,9435,561,3778,1338,Vomiting
2022,Western North,DISTRICT973,4,9440,1554,1529,1705,Hives
2022,Western North,DISTRICT8136,1,9428,1703,2913,1284,Nausea
2022,Western North,DISTRICT8136,2,5501,543,1014,1683,Hives
2022,Western North,DISTRICT8136,3,1228,1931,3724,1690,Vomiting
2022,Western North,DISTRICT8136,4,3549,1673,1045,1314,Nausea
2022,Western North,DISTRICT8136,1,3360,1716,4366,1796,Insomnia
2022,Western North,DISTRICT8136,2,6639,1476,1860,1022,Abdominal pain
2022,Western North,DISTRICT8136,3,6982,1029,2378,1867,Insomnia
2022,Western North,DISTRICT8136,4,6886,1828,1906,1228,Irritability
2022,Western North,DISTRICT8136,1,9077,1813,4883,1599,Abdominal pain
2022,Western North,DISTRICT8136,2,9109,1495,2025,1151,Nausea
2022,Western North,DISTRICT8136,3,6621,1998,2250,1214,Irritability
2022,Western North,DISTRICT8136,4,4720,1035,1459,1840,Nausea
2022,Western North,DISTRICT8136,1,1116,1573,4000,1757,Nausea
2022,Western North,DISTRICT8136,2,1978,1394,3145,669,Nausea
2022,Western North,DISTRICT8136,3,1177,1166,4858,1867,Itching
2022,Western North,DISTRICT8136,4,5531,1501,1144,1953,Insomnia
2022,North East,DISTRICT9787,1,4452,1275,1549,831,Vomiting
2022,North East,DISTRICT9787,2,8939,758,3493,1358,Nausea
2022,North East,DISTRICT9787,3,2068,1109,1080,1723,Insomnia
2022,North East,DISTRICT9787,4,3649,1233,4127,906,Vomiting
2022,North East,DISTRICT9787,1,7469,1315,3276,1212,Itching
2022,North East,DISTRICT9787,2,1501,991,3057,1844,Insomnia
2022,North East,DISTRICT9787,3,8825,1568,2076,1092,Abdominal pain
2022,North East,DISTRICT9787,4,2257,1745,2621,746,Dizziness
2022,North East,DISTRICT9787,1,8631,1972,848,733,Nausea
2022,North East,DISTRICT9787,2,9752,865,4233,1975,Vomiting
2022,North East,DISTRICT9787,3,1007,1205,1667,1843,Hives
2022,North East,DISTRICT9787,4,5718,765,4009,952,Itching
2022,North East,DISTRICT9787,1,3066,1526,4612,873,Nausea
2022,North East,DISTRICT9787,2,9632,1089,4356,969,Itching
2022,North East,DISTRICT9787,3,9437,1984,3564,1493,Dizziness
2022,North East,DISTRICT9787,4,5282,1442,4290,1107,Dizziness
2022,North East,DISTRICT9787,1,8732,1333,1358,687,Irritability
2022,North East,DISTRICT9787,2,1152,1521,4544,1064,Nausea
2022,North East,DISTRICT9787,3,8682,1874,1022,704,Dizziness
2022,North East,DISTRICT9787,4,7248,1116,1122,735,Irritability
2022,North East,DISTRICT3127,1,6808,566,2107,515,Irritability
2022,North East,DISTRICT3127,2,9283,595,2413,630,Rash
2022,North East,DISTRICT3127,3,9441,1211,2234,838,Abdominal pain
2022,North East,DISTRICT3127,4,3470,1124,4558,791,Rash
2022,North East,DISTRICT3127,1,1585,1161,3336,1528,Rash
2022,North East,DISTRICT3127,2,4535,587,2477,1515,Dizziness
2022,North East,DISTRICT3127,3,1032,703,3871,1726,Dizziness
2022,North East,DISTRICT3127,4,1544,1731,2318,1380,Rash
2022,North East,DISTRICT3127,1,4714,975,3700,548,Vomiting
2022,North East,DISTRICT3127,2,7687,1074,1591,545,Diarrhea
2022,North East,DISTRICT3127,3,4793,1674,2625,1915,Insomnia
2022,North East,DISTRICT3127,4,1227,1975,2826,915,Drowsiness
2022,North East,DISTRICT3127,1,9436,683,4727,1739,Rash
2022,North East,DISTRICT3127,2,8128,955,2341,1789,Irritability
2022,North East,DISTRICT3127,3,4720,522,1508,1808,Diarrhea
2022,North East,DISTRICT3127,4,8534,1831,2232,1700,Diarrhea
2022,North East,DISTRICT3127,1,5782,1309,2132,986,Insomnia
2022,North East,DISTRICT3127,2,5097,1708,1205,732,Drowsiness
2022,North East,DISTRICT3127,3,1335,832,2364,914,Dizziness
2022,North East,DISTRICT3127,4,6736,1499,3694,949,Nausea
2022,North East,DISTRICT6782,1,2456,931,1714,1338,Itching
2022,North East,DISTRICT6782,2,8986,991,2723,696,Drowsiness
2022,North East,DISTRICT6782,3,7322,950,4615,1837,Dizziness
2022,North East,DISTRICT6782,4,5182,1778,4041,1133,Insomnia
2022,North East,DISTRICT6284,1,4732,1079,3996,760,Itching
2022,North East,DISTRICT6284,2,9900,620,2108,1179,Rash
2022,North East,DISTRICT6284,3,2582,588,3539,1125,Insomnia
2022,North East,DISTRICT6284,4,7493,1637,3059,1094,Diarrhea
2022,North East,DISTRICT6284,1,3666,1981,2751,1624,Diarrhea
2022,North East,DISTRICT6284,2,1362,942,3436,1127,Rash
2022,North East,DISTRICT6284,3,5967,1352,1788,1871,Irritability
2022,North East,DISTRICT6284,4,2673,1747,4118,833,Nausea
2022,North East,DISTRICT6284,1,8488,1094,2262,1435,Hives
2022,North East,DISTRICT6284,2,8173,820,1915,722,Abdominal pain
2022,North East,DISTRICT6284,3,2835,1405,1806,877,Nausea
2022,North East,DISTRICT6284,4,1220,884,1524,612,Nausea
2022,North East,DISTRICT6284,1,4918,964,4971,1919,Diarrhea
2022,North East,DISTRICT6284,2,4388,1179,2898,530,Vomiting
2022,North East,DISTRICT6284,3,8631,902,4388,755,Hives
2022,North East,DISTRICT6284,4,8062,1522,4791,587,Irritability
2022,North East,DISTRICT3768,1,3590,1311,4987,885,Diarrhea
2022,North East,DISTRICT3768,2,3607,983,2201,1160,Irritability
2022,North East,DISTRICT3768,3,1888,1059,3531,1681,Dizziness
2022,North East,DISTRICT3768,4,8310,1600,2167,521,Nausea
2023,Ashanti,DISTRICT8704,1,8042,1945,4618,512,Dizziness
2023,Ashanti,DISTRICT8704,2,2376,1032,1443,750,Insomnia
2023,Ashanti,DISTRICT8704,3,8127,709,1117,1554,Nausea
2023,Ashanti,DISTRICT8704,4,3615,1175,2720,866,Abdominal pain
2023,Ashanti,DISTRICT8704,1,8610,699,1954,546,Abdominal pain
2023,Ashanti,DISTRICT8704,2,5128,1033,4518,1240,Nausea
2023,Ashanti,DISTRICT8704,3,9482,1042,2814,1134,Insomnia
2023,Ashanti,DISTRICT8704,4,4022,1093,2689,1972,Diarrhea
2023,Ashanti,DISTRICT8704,1,9320,904,1363,1413,Insomnia
2023,Ashanti,DISTRICT8704,2,8242,1107,2326,1555,Irritability
2023,Ashanti,DISTRICT8704,3,8972,1720,4083,1715,Insomnia
2023,Ashanti,DISTRICT8704,4,1636,1344,1556,569,Abdominal pain
2023,Ashanti,DISTRICT8704,1,9220,1025,1799,1526,Diarrhea
2023,Ashanti,DISTRICT8704,2,1903,1835,1328,1619,Insomnia
2023,Ashanti,DISTRICT8704,3,2830,1756,4673,1865,Abdominal pain
2023,Ashanti,DISTRICT8704,4,9471,1491,4183,1590,Rash
2023,Ashanti,DISTRICT7406,1,3169,1357,3231,1809,Insomnia
2023,Ashanti,DISTRICT7406,2,4960,1783,1841,583,Irritability
2023,Ashanti,DISTRICT7406,3,7056,1176,3948,1512,Nausea
2023,Ashanti,DISTRICT7406,4,7419,574,4942,984,Abdominal pain
2023,Ashanti,DISTRICT7406,1,2859,1622,1758,1105,Abdominal pain
2023,Ashanti,DISTRICT7406,2,8787,1439,4671,843,Irritability
2023,Ashanti,DISTRICT7406,3,9815,1889,3196,615,Hives
2023,Ashanti,DISTRICT7406,4,5956,1810,3353,1016,Insomnia
2023,Brong Ahafo,DISTRICT5806,1,6688,1143,4509,1110,Rash
2023,Brong Ahafo,DISTRICT5806,2,5442,1474,4269,1150,Rash
2023,Brong Ahafo,DISTRICT5806,3,9740,768,1983,1069,Itching
2023,Brong Ahafo,DISTRICT5806,4,7630,1102,1926,961,Nausea
2023,Brong Ahafo,DISTRICT5806,1,1965,605,4338,1137,Irritability
2023,Brong Ahafo,DISTRICT5806,2,4197,595,2080,1947,Insomnia
2023,Brong Ahafo,DISTRICT5806,3,4492,674,2759,1312,Diarrhea
2023,Brong Ahafo,DISTRICT5806,4,4199,558,1438,816,Itching
2023,Brong Ahafo,DISTRICT5806,1,7414,1347,1324,1533,Drowsiness
2023,Brong Ahafo,DISTRICT5806,2,6786,1848,1711,1275,Insomnia
2023,Brong Ahafo,DISTRICT5806,3,9963,573,3082,502,Itching
2023,Brong Ahafo,DISTRICT5806,4,9565,1165,2373,1162,Itching
2023,Brong Ahafo,DISTRICT5806,1,6523,1457,3352,875,Hives
2023,Brong Ahafo,DISTRICT5806,2,9041,1226,1039,734,Diarrhea
2023,Brong Ahafo,DISTRICT5806,3,8809,1977,4848,1507,Nausea
2023,Brong Ahafo,DISTRICT5806,4,8968,1121,3116,1359,Insomnia
2023,Brong Ahafo,DISTRICT148,1,9437,1486,1711,1948,Nausea
2023,Brong Ahafo,DISTRICT148,2,4403,1514,2764,1619,Drowsiness
2023,Brong Ahafo,DISTRICT148,3,5362,1085,1448,1452,Vomiting
2023,Brong Ahafo,DISTRICT148,4,2349,785,2401,1323,Rash
2023,Brong Ahafo,DISTRICT148,1,9897,740,1342,1712,Dizziness
2023,Brong Ahafo,DISTRICT148,2,7938,1250,3556,780,Insomnia
2023,Brong Ahafo,DISTRICT148,3,1112,1519,3204,1468,Insomnia
2023,Brong Ahafo,DISTRICT148,4,8067,1177,2285,1231,Itching
2023,Brong Ahafo,DISTRICT4554,1,3195,1360,4688,1037,Drowsiness
2023,Brong Ahafo,DISTRICT4554,2,3023,1959,1709,1632,Dizziness
2023,Brong Ahafo,DISTRICT4554,3,3665,1309,4354,1793,Nausea
2023,Brong Ahafo,DISTRICT4554,4,9593,521,3562,1778,Dizziness
2023,Brong Ahafo,DISTRICT4554,1,7543,1380,4782,1664,Nausea
2023,Brong Ahafo,DISTRICT4554,2,3681,1255,1547,1689,Itching
2023,Brong Ahafo,DISTRICT4554,3,6482,532,863,923,Itching
2023,Brong Ahafo,DISTRICT4554,4,4513,1596,4307,808,Vomiting
2023,Brong Ahafo,DISTRICT4554,1,6574,1349,4175,1516,Abdominal pain
2023,Brong Ahafo,DISTRICT4554,2,5453,1379,1637,1891,Rash
2023,Brong Ahafo,DISTRICT4554,3,6906,1546,840,678,Nausea
2023,Brong Ahafo,DISTRICT4554,4,9467,1085,4994,1964,Drowsiness
2023,Brong Ahafo,DISTRICT4554,1,5376,1966,2119,1331,Vomiting
2023,Brong Ahafo,DISTRICT4554,2,5441,857,4537,1809,Drowsiness
2023,Brong Ahafo,DISTRICT4554,3,6177,754,3579,562,Irritability
2023,Brong Ahafo,DISTRICT4554,4,1059,920,1696,1021,Irritability
2023,Brong Ahafo,DISTRICT9823,1,9893,1883,3230,1917,Itching
2023,Brong Ahafo,DISTRICT9823,2,3706,1041,1647,1898,Insomnia
2023,Brong Ahafo,DISTRICT9823,3,2185,1510,4997,552,Hives
2023,Brong Ahafo,DISTRICT9823,4,7094,1867,4354,549,Hives
2023,Central,DISTRICT8478,1,3930,1890,3910,1071,Drowsiness
2023,Central,DISTRICT8478,2,6470,1841,885,1214,Insomnia
2023,Central,DISTRICT8478,3,3833,1354,4151,1380,Dizziness
2023,Central,DISTRICT8478,4,8577,849,4414,1929,Itching
2023,Central,DISTRICT901,1,7146,1805,2702,1920,Dizziness
2023,Central,DISTRICT901,2,1988,1363,992,868,Insomnia
2023,Central,DISTRICT901,3,3247,979,4079,504,Itching
2023,Central,DISTRICT901,4,4120,820,4930,1960,Insomnia
2023,Central,DISTRICT901,1,2066,751,4373,1807,Irritability
2023,Central,DISTRICT901,2,2405,571,1076,1268,Diarrhea
2023,Central,DISTRICT901,3,9991,580,3106,1663,Rash
2023,Central,DISTRICT901,4,7637,1438,4312,648,Drowsiness
2023,Eastern,DISTRICT5189,1,3376,697,1164,772,Rash
2023,Eastern,DISTRICT5189,2,1530,1370,4210,1305,Diarrhea
2023,Eastern,DISTRICT5189,3,3233,1495,4320,1057,Itching
2023,Eastern,DISTRICT5189,4,1064,887,3941,794,Diarrhea
2023,Eastern,DISTRICT5189,1,9381,1213,2934,548,Insomnia
2023,Eastern,DISTRICT5189,2,8295,1027,4183,1383,Hives
2023,Eastern,DISTRICT5189,3,8982,1224,4582,1669,Insomnia
2023,Eastern,DISTRICT5189,4,9743,1052,1034,592,Hives
2023,Eastern,DISTRICT5189,1,8961,581,1012,1951,Diarrhea
2023,Eastern,DISTRICT5189,2,8275,1689,1718,584,Dizziness
2023,Eastern,DISTRICT5189,3,5298,1909,879,1561,Insomnia
2023,Eastern,DISTRICT5189,4,4310,1518,1934,1597,Nausea
2023,Eastern,DISTRICT5189,1,5385,605,1063,1566,Irritability
2023,Eastern,DISTRICT5189,2,5281,1937,3801,1353,Insomnia
2023,Eastern,DISTRICT5189,3,8741,988,1429,1948,Hives
2023,Eastern,DISTRICT5189,4,7117,1449,4410,1784,Rash
2023,Eastern,DISTRICT8791,1,3880,1303,1040,632,Diarrhea
2023,Eastern,DISTRICT8791,2,7787,1005,1120,1527,Dizziness
2023,Eastern,DISTRICT8791,3,7247,1538,4742,803,Rash
2023,Eastern,DISTRICT8791,4,2211,1544,1687,1067,Irritability
2023,Eastern,DISTRICT8791,1,6705,1132,2540,852,Irritability
2023,Eastern,DISTRICT8791,2,7476,1449,4551,588,Irritability
2023,Eastern,DISTRICT8791,3,7546,1581,3566,1417,Dizziness
2023,Eastern,DISTRICT8791,4,9630,930,1110,759,Dizziness
2023,Eastern,DISTRICT9021,1,8619,1346,3932,1499,Drowsiness
2023,Eastern,DISTRICT9021,2,9135,1847,3595,746,Vomiting
2023,Eastern,DISTRICT9021,3,7916,1751,966,546,Dizziness
2023,Eastern,DISTRICT9021,4,5215,705,3971,1807,Nausea
2023,Eastern,DISTRICT5985,1,4520,722,4901,768,Rash
2023,Eastern,DISTRICT5985,2,4502,703,3165,783,Hives
2023,Eastern,DISTRICT5985,3,9089,625,1851,1316,Hives
2023,Eastern,DISTRICT5985,4,3185,1463,845,804,Abdominal pain
2023,Greater Accra,DISTRICT4444,1,5878,1136,3723,1568,Vomiting
2023,Greater Accra,DISTRICT4444,2,9021,679,4058,1026,Dizziness
2023,Greater Accra,DISTRICT4444,3,4340,565,3914,1592,Abdominal pain
2023,Greater Accra,DISTRICT4444,4,5696,870,1295,1903,Insomnia
2023,Greater Accra,DISTRICT4444,1,1520,638,1115,1026,Itching
2023,Greater Accra,DISTRICT4444,2,6604,1838,4861,1145,Abdominal pain
2023,Greater Accra,DISTRICT4444,3,7473,1680,1433,665,Irritability
2023,Greater Accra,DISTRICT4444,4,5872,1254,4383,1442,Rash
2023,Greater Accra,DISTRICT4444,1,6717,698,3555,977,Rash
2023,Greater Accra,DISTRICT4444,2,3097,1486,1049,1082,Drowsiness
2023,Greater Accra,DISTRICT4444,3,9411,1578,4254,882,Vomiting
2023,Greater Accra,DISTRICT4444,4,4521,555,2578,834,Itching
2023,Greater Accra,DISTRICT4444,1,8829,1532,4256,1497,Dizziness
2023,Greater Accra,DISTRICT4444,2,5393,1938,1259,1440,Hives
2023,Greater Accra,DISTRICT4444,3,4931,1330,3567,1930,Itching
2023,Greater Accra,DISTRICT4444,4,7523,1069,1618,1584,Insomnia
2023,Greater Accra,DISTRICT4444,1,2798,1628,1191,1909,Dizziness
2023,Greater Accra,DISTRICT4444,2,6798,917,4854,1434,Nausea
2023,Greater Accra,DISTRICT4444,3,1410,1711,3278,1309,Nausea
2023,Greater Accra,DISTRICT4444,4,9211,769,3176,569,Irritability
2023,Greater Accra,DISTRICT5926,1,9158,1902,2552,1599,Insomnia
2023,Greater Accra,DISTRICT5926,2,7269,932,3734,1730,Insomnia
2023,Greater Accra,DISTRICT5926,3,9026,1140,916,1931,Abdominal pain
2023,Greater Accra,DISTRICT5926,4,5719,1365,1625,904,Abdominal pain
2023,Greater Accra,DISTRICT5926,1,3076,1324,2990,606,Abdominal pain
2023,Greater Accra,DISTRICT5926,2,7898,981,1030,1841,Vomiting
2023,Greater Accra,DISTRICT5926,3,9797,1435,1687,1153,Diarrhea
2023,Greater Accra,DISTRICT5926,4,8145,1228,2475,1747,Diarrhea
2023,Greater Accra,DISTRICT5926,1,1918,1671,4951,1964,Insomnia
2023,Greater Accra,DISTRICT5926,2,2715,1716,2788,1870,Drowsiness
2023,Greater Accra,DISTRICT5926,3,3706,1300,2041,616,Dizziness
2023,Greater Accra,DISTRICT5926,4,8412,1442,1783,592,Vomiting
2023,Greater Accra,DISTRICT5926,1,4941,535,3997,1988,Rash
2023,Greater Accra,DISTRICT5926,2,9213,1945,4608,562,Insomnia
2023,Greater Accra,DISTRICT5926,3,8280,1149,1055,1776,Dizziness
2023,Greater Accra,DISTRICT5926,4,5667,1667,4354,969,Hives
2023,Greater Accra,DISTRICT5926,1,2243,797,2814,1432,Nausea
2023,Greater Accra,DISTRICT5926,2,7527,1584,2162,1099,Rash
2023,Greater Accra,DISTRICT5926,3,1682,1872,4459,540,Diarrhea
2023,Greater Accra,DISTRICT5926,4,1357,1802,2830,1838,Hives
2023,Greater Accra,DISTRICT8710,1,1186,1147,3335,1636,Irritability
2023,Greater Accra,DISTRICT8710,2,2073,720,3885,895,Abdominal pain
2023,Greater Accra,DISTRICT8710,3,3963,1816,1382,1074,Diarrhea
2023,Greater Accra,DISTRICT8710,4,6914,993,1246,1973,Itching
2023,Greater Accra,DISTRICT8710,1,6111,640,4367,801,Rash
2023,Greater Accra,DISTRICT8710,2,4403,599,1605,1607,Itching
2023,Greater Accra,DISTRICT8710,3,1070,913,3425,1224,Abdominal pain
2023,Greater Accra,DISTRICT8710,4,3523,864,4980,1001,Drowsiness
2023,Greater Accra,DISTRICT8710,1,8083,1355,4161,1244,Insomnia
2023,Greater Accra,DISTRICT8710,2,1758,769,1698,1385,Drowsiness
2023,Greater Accra,DISTRICT8710,3,7607,1494,4868,1659,Drowsiness
2023,Greater Accra,DISTRICT8710,4,7834,639,2953,850,Dizziness
2023,Greater Accra,DISTRICT8710,1,4096,1402,1235,1115,Irritability
2023,Greater Accra,DISTRICT8710,2,3744,1334,4260,1674,Insomnia
2023,Greater Accra,DISTRICT8710,3,3413,1197,3778,1322,Abdominal pain
2023,Greater Accra,DISTRICT8710,4,9113,1151,2604,1502,Itching
2023,Greater Accra,DISTRICT480,1,3692,625,3991,1238,Diarrhea
2023,Greater Accra,DISTRICT480,2,8667,503,903,649,Dizziness
2023,Greater Accra,DISTRICT480,3,7202,546,3548,683,Nausea
2023,Greater Accra,DISTRICT480,4,8724,1096,3087,1204,Irritability
2023,Greater Accra,DISTRICT480,1,7122,1742,988,1758,Vomiting
2023,Greater Accra,DISTRICT480,2,2390,877,911,531,Vomiting
